ID,Article,Authors,Published_Year,Tag,Link
40102725,The Roles and Molecular Mechanisms of HIF-1α in Pulpitis.,"['Shao L', 'Wang Q', 'Chen B', 'Zheng Y.']",2025,J Dent Res.,https://pubmed.ncbi.nlm.nih.gov/40102725/
40102723,"Role of the oral-gut microbiota axis in pancreatic cancer: a new perspective on tumor pathophysiology, diagnosis, and treatment.","['Guo X', 'Shao Y.']",2025,Mol Med.,https://pubmed.ncbi.nlm.nih.gov/40102723/
40102704,TREM2 Activation Relieves TMJOA by Stabilizing the Synovial Barrier via Siglec1.,"['Liu X', 'Luo X', 'Xiao M', 'Zhao J', 'Fang W', 'Ke J', 'Long X.']",2025,J Dent Res.,https://pubmed.ncbi.nlm.nih.gov/40102704/
40102701,International consensus on the definition of functional training: Modified e-Delphi method.,"['Pereira HV', 'Teixeira DS', 'Fisher J', 'Fleck SJ', 'Helms E', 'Ide BN', 'Izquierdo M', 'Nedergaard A', 'Philips S', 'Pinto RS', 'Plotkin DL', 'Turner AN', 'Schoenfeld BJ.']",2025,J Sports Sci.,https://pubmed.ncbi.nlm.nih.gov/40102701/
40102688,Quantitative characterization of cell niches in spatially resolved omics data.,"['Birk S', 'Bonafonte-Pardàs I', 'Feriz AM', 'Boxall A', 'Agirre E', 'Memi F', 'Maguza A', 'Yadav A', 'Armingol E', 'Fan R', 'Castelo-Branco G', 'Theis FJ', 'Bayraktar OA', 'Talavera-López C', 'Lotfollahi M.']",2025,Nat Genet.,https://pubmed.ncbi.nlm.nih.gov/40102688/
40102686,Selective translational control by PABPC1 phase separation regulates blast crisis and therapy resistance in chronic myeloid leukaemia.,"['Sun C', 'Xu X', 'Chen Z', 'Zhou F', 'Wang W', 'Chen J', 'Sun M', 'Wang F', 'Jiang L', 'Ji M', 'Liu S', 'Xu J', 'He M', 'Su B', 'Liu X', 'Gao Y', 'Wei H', 'Li J', 'Wang X', 'Zhao M', 'Yu J', 'Ma Y.']",2025,Nat Cell Biol.,https://pubmed.ncbi.nlm.nih.gov/40102686/
40102674,The global burden of breast cancer among women of reproductive age: a comprehensive analysis.,"['Cai Y', 'Dai F', 'Ye Y', 'Qian J.']",2025,Sci Rep.,https://pubmed.ncbi.nlm.nih.gov/40102674/
40102673,Targeting the histone reader ZMYND8 inhibits antiandrogen-induced neuroendocrine tumor transdifferentiation of prostate cancer.,"['Wang H', 'Zhang S', 'Pan Q', 'Guo J', 'Li N', 'Chen L', 'Xu J', 'Zhou J', 'Gu Y', 'Wang X', 'Zhang G', 'Lian Y', 'Zhang W', 'Lin N', 'Jin Z', 'Zang Y', 'Lan W', 'Cheng X', 'Tan M', 'Chen FX', 'Jiang J', 'Liu Q', 'Zheng M', 'Qin J.']",2025,Nat Cancer.,https://pubmed.ncbi.nlm.nih.gov/40102673/
40102666,Author Correction: Endocytosis in the axon initial segment maintains neuronal polarity.,"['Eichel K', 'Uenaka T', 'Belapurkar V', 'Lu R', 'Cheng S', 'Pak JS', 'Taylor CA', 'Südhof TC', 'Malenka R', 'Wernig M', 'Özkan E', 'Perrais D', 'Shen K.']",2025,Nature.,https://pubmed.ncbi.nlm.nih.gov/40102666/
40102641,Information storage across a microbial community using universal RNA barcoding.,"['Kalvapalle PB', 'Staubus A', 'Dysart MJ', 'Gambill L', 'Reyes Gamas K', 'Lu LC', 'Silberg JJ', 'Stadler LB', 'Chappell J.']",2025,Nat Biotechnol.,https://pubmed.ncbi.nlm.nih.gov/40102641/
40102636,Fibrosis: cross-organ biology and pathways to development of innovative drugs.,"['Rieder F', 'Nagy LE', 'Maher TM', 'Distler JHW', 'Kramann R', 'Hinz B', 'Prunotto M.']",2025,Nat Rev Drug Discov.,https://pubmed.ncbi.nlm.nih.gov/40102636/
40102635,"Computational drug repurposing: approaches, evaluation of in silico resources and case studies.","['Tanoli Z', 'Fernández-Torras A', 'Özcan UO', 'Kushnir A', 'Nader KM', 'Gadiya Y', 'Fiorenza L', 'Ianevski A', 'Vähä-Koskela M', 'Miihkinen M', 'Seemab U', 'Leinonen H', 'Seashore-Ludlow B', 'Tampere M', 'Kalman A', 'Ballante F', 'Benfenati E', 'Saunders G', 'Potdar S', 'Gómez García I', 'García-Serna R', 'Talarico C', 'Beccari AR', 'Schaal W', 'Polo A', 'Costantini S', 'Cabri E', 'Jacobs M', 'Saarela J', 'Budillon A', 'Spjuth O', 'Östling P', 'Xhaard H', 'Quintana J', 'Mestres J', 'Gribbon P', 'Ussi AE', 'Lo DC', 'de Kort M', 'Wennerberg K', 'Fratelli M', 'Carreras-Puigvert J', 'Aittokallio T.']",2025,Nat Rev Drug Discov.,https://pubmed.ncbi.nlm.nih.gov/40102635/
40102634,Neutrophils and NETs in kidney disease.,"['Nakazawa D', 'Masuda S', 'Nishibata Y', 'Watanabe-Kusunoki K', 'Tomaru U', 'Ishizu A.']",2025,Nat Rev Nephrol.,https://pubmed.ncbi.nlm.nih.gov/40102634/
40102628,Establishment and molecular characterisation of patient-derived organoids for primary central nervous system lymphoma.,"['Li S', 'Ren J', 'Wu J', 'Xia Z', 'Li Y', 'Li C', 'Cao W.']",2025,Leukemia.,https://pubmed.ncbi.nlm.nih.gov/40102628/
40102596,CAR-NK cell therapy combined with checkpoint inhibition induces an NKT cell response in glioblastoma.,"['Strassheimer F', 'Elleringmann P', 'Ludmirski G', 'Roller B', 'Macas J', 'Alekseeva T', 'Cakmak P', 'Aliraj B', 'Krenzlin H', 'Demes MC', 'Mildenberger IC', 'Tonn T', 'Weber KJ', 'Reiss Y', 'Plate KH', 'Weigert A', 'Wels WS', 'Steinbach JP', 'Burger MC.']",2025,Br J Cancer.,https://pubmed.ncbi.nlm.nih.gov/40102596/
40102593,mRNA-based seasonal influenza and SARS-CoV-2 multicomponent vaccine in healthy adults: a phase 1/2 trial.,"['Rudman Spergel AK', 'Ananworanich J', 'Guo R', 'Deng W', 'Carmona L', 'Schaefers K', 'Paila YD', 'Kandinov B', 'Eger CH', 'Sinkiewicz M', 'Shao S', 'Henry C', 'Shaw CA.']",2025,Nat Med.,https://pubmed.ncbi.nlm.nih.gov/40102593/
40102585,International expert consensus on the current status and future prospects of artificial intelligence in metabolic and bariatric surgery.,"['Kermansaravi M', 'Chiappetta S', 'Shahabi Shahmiri S', 'Varas J', 'Parmar C', 'Lee Y', 'Dang JT', 'Shabbir A', 'Hashimoto D', 'Davarpanah Jazi AH', 'Meireles OR', 'Aarts E', 'Almomani H', 'Alqahtani A', 'Aminian A', 'Behrens E', 'Birk D', 'Cantu FJ', 'Cohen RV', 'De Luca M', 'Di Lorenzo N', 'Dillemans B', 'ElFawal MH', 'Felsenreich DM', 'Gagner M', 'Galvan HG', 'Galvani C', 'Gawdat K', 'Ghanem OM', 'Haddad A', 'Himpens J', 'Kasama K', 'Kassir R', 'Khoursheed M', 'Khwaja H', 'Kow L', 'Lainas P', 'Lakdawala M', 'Tello RL', 'Mahawar K', 'Marchesini C', 'Masrur MA', 'Meza C', 'Musella M', 'Nimeri A', 'Noel P', 'Palermo M', 'Pazouki A', 'Ponce J', 'Prager G', 'Quiróz-Guadarrama CD', 'Rheinwalt KP', 'Rodriguez JG', 'Saber AA', 'Salminen P', 'Shikora SA', 'Stenberg E', 'Stier CK', 'Suter M', 'Szomstein S', 'Taskin HE', 'Vilallonga R', 'Wafa A', 'Yang W', 'Zorron R', 'Torres A', 'Kroh M', 'Zundel N.']",2025,Sci Rep.,https://pubmed.ncbi.nlm.nih.gov/40102585/
40102566,Gout drives metabolic dysfunction-associated steatotic liver disease through gut microbiota and inflammatory mediators.,"['Liu S', 'Li F', 'Cai Y', 'Sun L', 'Ren L', 'Yin M', 'Cui H', 'Pan Y', 'Gang X', 'Wang G.']",2025,Sci Rep.,https://pubmed.ncbi.nlm.nih.gov/40102566/
40102489,Life's Crucial 9 and NAFLD from association to SHAP-interpreted machine learning predictions.,"['Xi J', 'Chen Y', 'Jie C', 'Law JCS', 'Fan Z', 'Lv G.']",2025,Sci Rep.,https://pubmed.ncbi.nlm.nih.gov/40102489/
40102486,An epidermal serine sensing system for skin healthcare.,"['Yuan Y', 'Zhong B', 'Qin X', 'Xu H', 'Li Z', 'Li L', 'Wang X', 'Zhang W', 'Lou Z', 'Fan Y', 'Wang L.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102486/
40102474,Complement-mediated enhancement of SARS-CoV-2 antibody neutralisation potency in vaccinated individuals.,"['Mellors J', 'Dhaliwal R', 'Longet S', 'Tipton T; OCTAVE Consortium; OPTIC Consortium; Barnes E', 'Dunachie SJ', 'Klenerman P', 'Hiscox J', 'Carroll M.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102474/
40102466,Baohuoside I targets SaeR as an antivirulence strategy to disrupt MRSA biofilm formation and pathogenicity.,"['Xu Y', 'Wang L', 'Guo D', 'Wang Y', 'Liu X', 'Sun Y', 'Wang R', 'Sun L', 'Jiang P', 'Liu Q', 'Wang B', 'Yan M', 'Zhao Y.']",2025,NPJ Biofilms Microbiomes.,https://pubmed.ncbi.nlm.nih.gov/40102466/
40102447,Real-world evidence provides clinical insights into tissue-agnostic therapeutic approvals.,"['Sledge GW Jr', 'Yoshino T', 'Xiu J', 'Helmstetter A', 'Ribeiro JR', 'Klimov S', 'Gilg B', 'Gao JJ', 'Elton J', 'Oberley MJ', 'Radovich M', 'Abraham J', 'Spetzler D.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102447/
40102426,The primate-specific Nedd4-1(NE) localizes to late endosomes in response to amino acids to suppress autophagy.,"['Kefalas G', 'Priya A', 'Astori A', 'Persaud A', 'Jing L', 'Sydor AM', 'Yao HHY', 'Warner N', 'Zhang Y', 'Brumell JH', 'Muise AM', 'Sari S', 'Su HC', 'Lenardo MJ', 'Kahr WHA', 'Raught B', 'Rotin D.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102426/
40102425,Global characterization of mouse testis O-glycoproteome landscape during spermatogenesis.,"['Liu Q', 'Lu X', 'Deng Y', 'Zhang H', 'Wei R', 'Li H', 'Feng Y', 'Wei J', 'Ma F', 'Zhang Y', 'Zou X.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102425/
40102423,Bone marrow adipogenic lineage precursors are the major regulator of bone resorption in adult mice.,"['Lu J', 'He Q', 'Wang H', 'Yao L', 'Duffy M', 'Guo H', 'Braun C', 'Zhou Y', 'Liang Q', 'Lin Y', 'Bandyopadhyay S', 'Tan K', 'Choi Y', 'Liu XS', 'Qin L.']",2025,Bone Res.,https://pubmed.ncbi.nlm.nih.gov/40102423/
40102418,Massively parallel interrogation of human functional variants modulating cancer immunosurveillance.,"['Liu Y', 'Liu Y', 'Niu X', 'Chen A', 'Li Y', 'Yu Y', 'Mo B', 'Liu Z', 'Xu T', 'Cheng J', 'Wu Z', 'Wei W.']",2025,Signal Transduct Target Ther.,https://pubmed.ncbi.nlm.nih.gov/40102418/
40102412,Wearable flexible ultrasound microneedle patch for cancer immunotherapy.,"['Xue H', 'Jin J', 'Huang X', 'Tan Z', 'Zeng Y', 'Lu G', 'Hu X', 'Chen K', 'Su Y', 'Hu X', 'Peng X', 'Jiang L', 'Wu J.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102412/
40102409,Monounsaturated fatty acids promote cancer radioresistance by inhibiting ferroptosis through ACSL3.,"['Cao Y', 'Li J', 'Chen Y', 'Wang Y', 'Liu Z', 'Huang L', 'Liu B', 'Feng Y', 'Yao S', 'Zhou L', 'Yin Y', 'Huang Z.']",2025,Cell Death Dis.,https://pubmed.ncbi.nlm.nih.gov/40102409/
40102405,Guanine nucleotide biosynthesis blockade impairs MLL complex formation and sensitizes leukemias to menin inhibition.,"['Shi X', 'Li M', 'Liu Z', 'Tiessen J', 'Li Y', 'Zhou J', 'Zhu Y', 'Mahesula S', 'Ding Q', 'Tan L', 'Feng M', 'Kageyama Y', 'Hara Y', 'Tao JJ', 'Luo X', 'Patras KA', 'Lorenzi PL', 'Huang S', 'Stevens AM', 'Takahashi K', 'Issa GC', 'Samee MAH', 'Agathocleous M', 'Nakada D.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102405/
40102401,HSD17B4 deficiency causes dysregulation of primary cilia and is alleviated by acetyl-CoA.,"['Bae JE', 'Jang S', 'Kim JB', 'Park NY', 'Jo DS', 'Hyung H', 'Kim P', 'Kim MS', 'Ryu HY', 'Lee HS', 'Lee DS', 'Baes M', 'Ryoo ZY', 'Cho DH.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102401/
40102400,Cytosolic nucleic acid sensing as driver of critical illness: mechanisms and advances in therapy.,"['Chen Z', 'Behrendt R', 'Wild L', 'Schlee M', 'Bode C.']",2025,Signal Transduct Target Ther.,https://pubmed.ncbi.nlm.nih.gov/40102400/
40102394,Acute diacylglycerol production activates critical membrane-shaping proteins leading to mitochondrial tubulation and fission.,"['Pemberton JG', 'Roy K', 'Kim YJ', 'Fischer TD', 'Joshi V', 'Ferrer E', 'Youle RJ', 'Pucadyil TJ', 'Balla T.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102394/
40102393,Unraveling the metabolic‒epigenetic nexus: a new frontier in cardiovascular disease treatment.,"['Ouyang J', 'Wu D', 'Gan Y', 'Tang Y', 'Wang H', 'Huang J.']",2025,Cell Death Dis.,https://pubmed.ncbi.nlm.nih.gov/40102393/
40102390,Decreased dihydroartemisinin-piperaquine protection against recurrent malaria associated with Plasmodium falciparum plasmepsin 3 copy number variation in Africa.,"['Pernaute-Lau L', 'Recker M', 'Tékété M', 'de Sousa TN', 'Traore A', 'Fofana B', 'Sanogo K', 'Morris U', 'Inoue J', 'Ferreira PE', 'Diallo N', 'Burhenne J', 'Sagara I', 'Dicko A', 'Veiga MI', 'Haefeli W', 'Björkman A', 'Djimde AA', 'Borrmann S', 'Gil JP.']",2025,Nat Commun.,https://pubmed.ncbi.nlm.nih.gov/40102390/
40102383,Photodynamic gel-bombs enhance tumor penetration and downstream synergistic therapies.,"['Bai X', 'Meng F', 'Wang X', 'He L', 'Fan C', 'Tian L', 'Zhang Y', 'Pan J', 'Wu Q', 'Hao X', 'Wang Y', 'Zhu BF', 'Fan JB', 'Cong B.']",2025,Signal Transduct Target Ther.,https://pubmed.ncbi.nlm.nih.gov/40102383/
40102290,Comparative Efficacy of CFTR Modulators: A Network Meta-analysis.,"['Iftikhar IH', 'Rao ST', 'Nadama R', 'Janahi I', 'BaHammam AS.']",2025,Lung.,https://pubmed.ncbi.nlm.nih.gov/40102290/
40102238,In vitro competition with Bifidobacterium strains impairs potentially pathogenic growth of Clostridium perfringens on 2'-fucosyllactose.,"['Nakajima A', 'Arzamasov AA', 'Sakanaka M', 'Murakami R', 'Kozakai T', 'Yoshida K', 'Katoh T', 'Ojima MN', 'Hirose J', 'Nagao S', 'Xiao JZ', 'Odamaki T', 'Rodionov DA', 'Katayama T.']",2025,Gut Microbes.,https://pubmed.ncbi.nlm.nih.gov/40102238/
40102200,Acute Restraint Stress Induces Long-Lasting Synaptic Enhancement by Inhibiting AMPK Activation in AD Model Mice.,"['Wang M', 'Jin B', 'Jo J.']",2025,CNS Neurosci Ther.,https://pubmed.ncbi.nlm.nih.gov/40102200/
40102177,Differential Effects of IL4I1 Protein on Lymphocytes From Healthy and Multiple Sclerosis Patients.,"['Davis SE', 'Hu J', 'Nanescu SE', 'Kumar MN', 'Baydyuk M', 'Oft HC', 'Amjad FS', 'Wellstein A', 'Huang JK.']",2025,Pharmacol Res Perspect.,https://pubmed.ncbi.nlm.nih.gov/40102177/
40102145,"Brain health services for the secondary prevention of cognitive impairment and dementia: Opportunities, challenges, and the business case for existing and future facilities.","['Frisoni GB', 'Ribaldi F', 'Allali G', 'Bieth T', 'Brioschi Guevara A', 'Cappa S', 'Cipolotti L', 'Frederiksen KS', 'Georges J', 'Jessen F', 'Koch G', 'Masters H', 'Mendes AJ', 'Frölich L', 'Garibotto V', 'Grau-Rivera O', 'Pozzi FE', 'Religa D', 'Rostamzadeh A', 'Shallcross L', 'Shenkin SD', 'van der Flier WM', 'Vernooij MW', 'Visser LNC', 'Cummings JL', 'Scheltens P', 'Dubois B', 'Moro E', 'Bassetti CLA', 'Kivipelto M.']",2025,J Prev Alzheimers Dis.,https://pubmed.ncbi.nlm.nih.gov/40102145/
40102118,Evaluation of instruments assessing peripheral arthritis in spondyloarthritis: an analysis of the ASAS-PerSpA study.,"['Capelusnik D', 'Lopez-Medina C', 'van der Heijde D', 'Landewé R', 'Dougados M', 'Sieper J', 'Molto A', 'Ramiro S.']",2025,Ann Rheum Dis.,https://pubmed.ncbi.nlm.nih.gov/40102118/
40102113,Genitourinary Pathology Society and International Society of Urological Pathology White Paper on Defining Indolent Prostate Cancer: Call for a Multidisciplinary Approach.,"['Shah RB', 'Paner GP', 'Cheng L', 'De Marzo AM', 'Magi-Galluzzi C', 'Varma M', 'Zhou M', 'Amin A', 'Amin MB', 'Aron M', 'Cunha IW', 'Epstein JI', 'Fine SW', 'Haider A', 'Iczkowski KA', 'Kench JG', 'Kunju LP', 'Mohanty SK', 'Montironi R', 'Netto GJ', 'Pan CC', 'Rao P', 'Srigley JR', 'Sauter G', 'Tan PH', 'Tsuzuki T', 'van der Kwast TH', 'van Leenders GJ', 'Kristiansen G.']",2025,Eur Urol.,https://pubmed.ncbi.nlm.nih.gov/40102113/
40102090,Nitrate ameliorates myelin loss and cognitive impairment in Alzheimer's disease through upregulation of neuronal sialin and subsequent inhibition of TPPP phosphorylation.,"['Chen X', 'Hu G', 'Chang L', 'Li X', 'Tang Y', 'Wu Y', 'Zhang R', 'Zhang C', 'Wang J', 'Wang X', 'Wang S.']",2025,Sci Bull (Beijing).,https://pubmed.ncbi.nlm.nih.gov/40102090/
40102086,"IL-33 and ILC2 in pancreatic cancer: good, bad or a bit of both?","['Simpson C', 'Yip T', 'Halim TYF.']",2025,Trends Cancer.,https://pubmed.ncbi.nlm.nih.gov/40102086/
40102037,Strong association with remote EBV infection in children with MS as opposed to other acquired demyelinating disorders.,"['Molenaar S', 'Scherbeijn S', 'Bruijstens A', 'Buijze MSJ', 'Smolders J', 'Geurts van Kessel C', 'Neuteboom RF; Dutch study group for paediatric multiple sclerosis and acute disseminated encephalomyelitis.']",2025,J Neurol Neurosurg Psychiatry.,https://pubmed.ncbi.nlm.nih.gov/40102037/
40102029,"Nivolumab adjuvant to chemo-radiation in localized muscle-invasive urothelial cancer: primary analysis of a multicenter, single-arm, phase II, investigator-initiated trial (NEXT).","['Galarza Fortuna GM', 'Grass D', 'Maughan BL', 'Jain RK', 'Dechet C', 'Beck J', 'Schuetz E', 'Sanchez A', ""O'Neil B"", 'Poch M', 'Li R', 'Lloyd S', 'Tward J', 'Phunrab T', 'Hawks JL', 'Swami U', 'Boucher KM', 'Agarwal N', 'Gupta S.']",2025,J Immunother Cancer.,https://pubmed.ncbi.nlm.nih.gov/40102029/
40102028,Progesterone receptor-dependent downregulation of MHC class I promotes tumor immune evasion and growth in breast cancer.,"['Tinoco JC', 'Saunders HI', 'Werner LR', 'Sun X', 'Chowanec EI', 'Heard A', 'Chalise P', 'Vahrenkamp JM', 'Wilson AE', 'Liu CX', 'Lei G', 'Wei J', 'Cros H', 'Mohammed H', 'Troester M', 'Perou C', 'Markiewicz MA', 'Gertz J', 'Balko JM', 'Hartman ZC', 'Hagan CR.']",2025,J Immunother Cancer.,https://pubmed.ncbi.nlm.nih.gov/40102028/
40102027,Comprehensive immunophenotyping of gastric adenocarcinoma identifies an inflamed class of tumors amenable to immunotherapies.,"['Veas Rodriguez J', 'Piñol M', 'Sorolla MA', 'Parisi E', 'Sorolla A', 'Santacana M', 'Ruiz M', 'Parra G', 'Bernabeu M', 'Iglesias M', 'Aracil C', 'Escartin A', 'Vilardell F', 'Matias-Guiu X', 'Salud A', 'Montal R.']",2025,J Immunother Cancer.,https://pubmed.ncbi.nlm.nih.gov/40102027/
40102014,Ras-MAPK pathway in patients with lupus nephritis.,"['Zhang C', 'Jing X', 'Zhang Y', 'Jin Y', 'Gao X', 'Yu J', 'Liang D', 'Zhang J', 'Zhong Q', 'Zhang H', 'Liu Z.']",2025,Lupus Sci Med.,https://pubmed.ncbi.nlm.nih.gov/40102014/
40101983,Exosomes derived from olfactory mucosa mesenchymal stem cells attenuate cognitive impairment in a mouse model of Alzheimer's disease.,"['Hu X', 'Ma YN', 'Peng J', 'Wang Z', 'Liang Y', 'Xia Y.']",2025,Biosci Trends.,https://pubmed.ncbi.nlm.nih.gov/40101983/
40101974,Analgesic effects of non-surgical and non-interventional treatments for low back pain: a systematic review and meta-analysis of placebo-controlled randomised trials.,"['Cashin AG', 'Furlong BM', 'Kamper SJ', 'De Carvalho D', 'Machado LA', 'Davidson SR', 'Bursey KK', 'Abdel Shaheed C', 'Hall AM.']",2025,BMJ Evid Based Med.,https://pubmed.ncbi.nlm.nih.gov/40101974/
40101973,Association of 15 common dietary factors with tinnitus: a systematic review and meta-analysis of observational studies.,"['Zhang M', 'Wang X', 'Zhang S', 'He X', 'Chen X', 'Wang L', 'Fu L', 'Wang H', 'Fu Q', 'Jiang Y', 'Li X', 'Zhang Q.']",2025,BMJ Open.,https://pubmed.ncbi.nlm.nih.gov/40101973/
40101874,CD44-Targeted nanoparticles for remodeling the tumor microenvironment in a 3D Macrophage-Embedded ovarian cancer model with stem Cell-Like features.,"['Shrestha S', 'Giri A', 'Shrestha P', 'Kweon S', 'Hong IS', 'Park JH', 'Kang JS', 'Jeong JH', 'Kim HR', 'Yook S.']",2025,Int J Pharm.,https://pubmed.ncbi.nlm.nih.gov/40101874/
40101857,Shuangxia Decoction attenuates sleep disruption in 5×FAD mice through neuroinflammation inhibition: An integrative analysis of transcriptomic and molecular biology investigations.,"['Wang J', 'Pan H', 'Tang H', 'Zhang J', 'Li T', 'Liu Y', 'Huang Y', 'Fei Z', 'Wang Y.']",2025,J Ethnopharmacol.,https://pubmed.ncbi.nlm.nih.gov/40101857/
40101827,Lentinan alleviates angiotensin II-induced myocardial remodeling through LMP7-SOCS3 signaling.,"['Pan Y', 'Chen B', 'Xie J', 'Chen D', 'Cai Y', 'Zhao D', 'Cao Y', 'Lian F', 'Yan X.']",2025,Int J Biol Macromol.,https://pubmed.ncbi.nlm.nih.gov/40101827/
40101804,New soluble CSF-1R-dimeric mutein with enhanced trapping of both CSF-1 and IL-34 reduces suppressive tumor-associated macrophages in pleural mesothelioma.,"['Joalland N', 'Quéméner A', 'Deshayes S', 'Humeau R', 'Maillasson M', 'LeBihan H', 'Salama A', 'Fresquet J', 'Remy S', 'Mortier E', 'Blanquart C', 'Guillonneau C', 'Anegon I.']",2025,J Immunother Cancer.,https://pubmed.ncbi.nlm.nih.gov/40101804/
40101803,Cyclin E1 overexpression triggers interferon signaling and is associated with antitumor immunity in breast cancer.,"['Yu S', 'Stappenbelt C', 'Chen M', 'Dekker M', 'Bhattacharya A', 'van der Sluis T', 'Zwager MC', 'Schröder CP', 'Fehrmann RSN', 'van Vugt MATM', 'van der Vegt B.']",2025,J Immunother Cancer.,https://pubmed.ncbi.nlm.nih.gov/40101803/
40101788,Ultrasound Imaging and Guidance for Bell's Palsy: EURO-MUSCULUS/USPRM Approach.,"['Kara M', 'Abdulsalam AJ', 'Aksakal MF', 'Demirel K', 'Ricci V', 'Özçakar L.']",2025,Am J Phys Med Rehabil.,https://pubmed.ncbi.nlm.nih.gov/40101788/
40101767,Long-Term Outcomes of Adolescents and Young Adults Identified by Metabolic Newborn Screening.,"['Mütze U', 'Stengel J', 'Gleich F', 'Keßler S', 'Grünert SC', 'Thimm E', 'Hennermann JB', 'Freisinger P', 'Krämer J', 'Schnabel-Besson E', 'Mengler K', 'Shtylla A', 'Morath M', 'Hoffmann GF', 'Garbade S', 'Kölker S.']",2025,Pediatrics.,https://pubmed.ncbi.nlm.nih.gov/40101767/
40101766,Structures and mechanism of human mitochondrial pyruvate carrier.,"['Liang J', 'Shi J', 'Song A', 'Lu M', 'Zhang K', 'Xu M', 'Huang G', 'Lu P', 'Wu X', 'Ma D.']",2025,Nature.,https://pubmed.ncbi.nlm.nih.gov/40101766/
40101749,"Impact of RAS, BRAF mutations and microsatellite status in peritoneal metastases from colorectal cancer treated with cytoreduction + HIPEC: scoping review.","['Zucchini V', ""D'Acapito F"", 'Rapposelli IG', 'Framarini M', 'Di Pietrantonio D', 'Turrini R', 'Pozzi E', 'Ercolani G.']",2025,Int J Hyperthermia.,https://pubmed.ncbi.nlm.nih.gov/40101749/
40101722,Vascular network-inspired diffusible scaffolds for engineering functional midbrain organoids.,"['Cai H', 'Tian C', 'Chen L', 'Yang Y', 'Sun AX', 'McCracken K', 'Tchieu J', 'Gu M', 'Mackie K', 'Guo F.']",2025,Cell Stem Cell.,https://pubmed.ncbi.nlm.nih.gov/40101722/
40101721,A transcriptional atlas of gut-innervating neurons reveals activation of interferon signaling and ferroptosis during intestinal inflammation.,"['Forster PM', 'Jakob MO', 'Yusuf D', 'Bubeck M', 'Limberger H', 'Luo Y', 'Thieme P', 'Polici A', 'Sterczyk N', 'Boulekou S', 'Bartel L', 'Cosovanu C', 'Witkowski M', 'González-Acera M', 'Kühl AA', 'Weidinger C; TRR241 IBDome Consortium; Backofen R', 'Hegazy AN', 'Patankar JV', 'Klose CSN.']",2025,Neuron.,https://pubmed.ncbi.nlm.nih.gov/40101721/
40101720,The predictive nature of spontaneous brain activity across scales and species.,"['Dimakou A', 'Pezzulo G', 'Zangrossi A', 'Corbetta M.']",2025,Neuron.,https://pubmed.ncbi.nlm.nih.gov/40101720/
40101719,The evolving neurobiology of early-life stress.,"['Birnie MT', 'Baram TZ.']",2025,Neuron.,https://pubmed.ncbi.nlm.nih.gov/40101719/
40101713,Microbiota-produced immune regulatory bile acid metabolites control central nervous system autoimmunity.,"['Antonini Cencicchio M', 'Montini F', 'Palmieri V', 'Massimino L', 'Lo Conte M', 'Finardi A', 'Mandelli A', 'Asnicar F', 'Pavlovic R', 'Drago D', 'Ungaro F', 'Andolfo A', 'Segata N', 'Martinelli V', 'Furlan R', 'Falcone M.']",2025,Cell Rep Med.,https://pubmed.ncbi.nlm.nih.gov/40101713/
40101712,Biochemical profiling and structural basis of ADAR1-mediated RNA editing.,"['Deng X', 'Sun L', 'Zhang M', 'Basavaraj R', 'Wang J', 'Weng YL', 'Gao Y.']",2025,Mol Cell.,https://pubmed.ncbi.nlm.nih.gov/40101712/
40101711,Spatial control of m6A deposition on enhancer and promoter RNAs through co-acetylation of METTL3 and H3K27 on chromatin.,"['Huang X', 'Zhang J', 'Cun Y', 'Ye M', 'Ren Z', 'Guo W', 'Ma X', 'Liu J', 'Luo W', 'Sun X', 'Shao J', 'Wu Z', 'Zhu X', 'Wang J.']",2025,Mol Cell.,https://pubmed.ncbi.nlm.nih.gov/40101711/
40101708,Ligand-induced ubiquitination unleashes LAG3 immune checkpoint function by hindering membrane sequestration of signaling motifs.,"['Jiang Y', 'Dai A', 'Huang Y', 'Li H', 'Cui J', 'Yang H', 'Si L', 'Jiao T', 'Ren Z', 'Zhang Z', 'Mou S', 'Zhu H', 'Guo W', 'Huang Q', 'Li Y', 'Xue M', 'Jiang J', 'Wang F', 'Li L', 'Zhong Q', 'Wang K', 'Liu B', 'Wang J', 'Fan G', 'Guo J', 'Chen L', 'Workman CJ', 'Shen Z', 'Kong Y', 'Vignali DAA', 'Xu C', 'Wang H.']",2025,Cell.,https://pubmed.ncbi.nlm.nih.gov/40101708/
